char	codepoint	low_byte	ascii_if_printable
徟	U+5F9F	0x9F	
徠	U+5FA0	0xA0	
御	U+5FA1	0xA1	
徢	U+5FA2	0xA2	
徣	U+5FA3	0xA3	
徤	U+5FA4	0xA4	
徥	U+5FA5	0xA5	
徦	U+5FA6	0xA6	
徧	U+5FA7	0xA7	
徨	U+5FA8	0xA8	
復	U+5FA9	0xA9	
循	U+5FAA	0xAA	
徫	U+5FAB	0xAB	
徬	U+5FAC	0xAC	
徭	U+5FAD	0xAD	
微	U+5FAE	0xAE	
徯	U+5FAF	0xAF	
徰	U+5FB0	0xB0	
徱	U+5FB1	0xB1	
徲	U+5FB2	0xB2	
徳	U+5FB3	0xB3	
徴	U+5FB4	0xB4	
徵	U+5FB5	0xB5	
徶	U+5FB6	0xB6	
德	U+5FB7	0xB7	
徸	U+5FB8	0xB8	
徹	U+5FB9	0xB9	
徺	U+5FBA	0xBA	
徻	U+5FBB	0xBB	
徼	U+5FBC	0xBC	
徽	U+5FBD	0xBD	
徾	U+5FBE	0xBE	
徿	U+5FBF	0xBF	
忀	U+5FC0	0xC0	
忁	U+5FC1	0xC1	
忂	U+5FC2	0xC2	
心	U+5FC3	0xC3	
忄	U+5FC4	0xC4	
必	U+5FC5	0xC5	
忆	U+5FC6	0xC6	
忇	U+5FC7	0xC7	
忈	U+5FC8	0xC8	
忉	U+5FC9	0xC9	
忊	U+5FCA	0xCA	
忋	U+5FCB	0xCB	
忌	U+5FCC	0xCC	
忍	U+5FCD	0xCD	
忎	U+5FCE	0xCE	
忏	U+5FCF	0xCF	
忐	U+5FD0	0xD0	
忑	U+5FD1	0xD1	
忒	U+5FD2	0xD2	
忓	U+5FD3	0xD3	
忔	U+5FD4	0xD4	
忕	U+5FD5	0xD5	
忖	U+5FD6	0xD6	
志	U+5FD7	0xD7	
忘	U+5FD8	0xD8	
忙	U+5FD9	0xD9	
忚	U+5FDA	0xDA	
忛	U+5FDB	0xDB	
応	U+5FDC	0xDC	
忝	U+5FDD	0xDD	
忞	U+5FDE	0xDE	
忟	U+5FDF	0xDF	
忠	U+5FE0	0xE0	
忡	U+5FE1	0xE1	
忢	U+5FE2	0xE2	
忣	U+5FE3	0xE3	
忤	U+5FE4	0xE4	
忥	U+5FE5	0xE5	
忦	U+5FE6	0xE6	
忧	U+5FE7	0xE7	
忨	U+5FE8	0xE8	
忩	U+5FE9	0xE9	
忪	U+5FEA	0xEA	
快	U+5FEB	0xEB	
忬	U+5FEC	0xEC	
忭	U+5FED	0xED	
忮	U+5FEE	0xEE	
忯	U+5FEF	0xEF	
忰	U+5FF0	0xF0	
忱	U+5FF1	0xF1	
忲	U+5FF2	0xF2	
忳	U+5FF3	0xF3	
忴	U+5FF4	0xF4	
念	U+5FF5	0xF5	
忶	U+5FF6	0xF6	
忷	U+5FF7	0xF7	
忸	U+5FF8	0xF8	
忹	U+5FF9	0xF9	
忺	U+5FFA	0xFA	
忻	U+5FFB	0xFB	
忼	U+5FFC	0xFC	
忽	U+5FFD	0xFD	
忾	U+5FFE	0xFE	
忿	U+5FFF	0xFF	
怀	U+6000	0x00	
态	U+6001	0x01	
怂	U+6002	0x02	
怃	U+6003	0x03	
怄	U+6004	0x04	
怅	U+6005	0x05	
怆	U+6006	0x06	
怇	U+6007	0x07	
怈	U+6008	0x08	
怉	U+6009	0x09	
怊	U+600A	0x0A	
怋	U+600B	0x0B	
怌	U+600C	0x0C	
怍	U+600D	0x0D	
怎	U+600E	0x0E	
怏	U+600F	0x0F	
怐	U+6010	0x10	
怑	U+6011	0x11	
怒	U+6012	0x12	
怓	U+6013	0x13	
怔	U+6014	0x14	
怕	U+6015	0x15	
怖	U+6016	0x16	
怗	U+6017	0x17	
怘	U+6018	0x18	
怙	U+6019	0x19	
怚	U+601A	0x1A	
怛	U+601B	0x1B	
怜	U+601C	0x1C	
思	U+601D	0x1D	
怞	U+601E	0x1E	
怟	U+601F	0x1F	
怠	U+6020	0x20	 
怡	U+6021	0x21	!
怢	U+6022	0x22	"
怣	U+6023	0x23	#
怤	U+6024	0x24	$
急	U+6025	0x25	%
怦	U+6026	0x26	&
性	U+6027	0x27	'
怨	U+6028	0x28	(
怩	U+6029	0x29	)
怪	U+602A	0x2A	*
怫	U+602B	0x2B	+
怬	U+602C	0x2C	,
怭	U+602D	0x2D	-
怮	U+602E	0x2E	.
怯	U+602F	0x2F	/
怰	U+6030	0x30	0
怱	U+6031	0x31	1
怲	U+6032	0x32	2
怳	U+6033	0x33	3
怴	U+6034	0x34	4
怵	U+6035	0x35	5
怶	U+6036	0x36	6
怷	U+6037	0x37	7
怸	U+6038	0x38	8
怹	U+6039	0x39	9
怺	U+603A	0x3A	:
总	U+603B	0x3B	;
怼	U+603C	0x3C	<
怽	U+603D	0x3D	=
怾	U+603E	0x3E	>
怿	U+603F	0x3F	?
恀	U+6040	0x40	@
恁	U+6041	0x41	A
恂	U+6042	0x42	B
恃	U+6043	0x43	C
恄	U+6044	0x44	D
恅	U+6045	0x45	E
恆	U+6046	0x46	F
恇	U+6047	0x47	G
恈	U+6048	0x48	H
恉	U+6049	0x49	I
恊	U+604A	0x4A	J
恋	U+604B	0x4B	K
恌	U+604C	0x4C	L
恍	U+604D	0x4D	M
恎	U+604E	0x4E	N
恏	U+604F	0x4F	O
恐	U+6050	0x50	P
恑	U+6051	0x51	Q
恒	U+6052	0x52	R
恓	U+6053	0x53	S
恔	U+6054	0x54	T
恕	U+6055	0x55	U
恖	U+6056	0x56	V
恗	U+6057	0x57	W
恘	U+6058	0x58	X
恙	U+6059	0x59	Y
恚	U+605A	0x5A	Z
恛	U+605B	0x5B	[
恜	U+605C	0x5C	\
恝	U+605D	0x5D	]
恞	U+605E	0x5E	^
恟	U+605F	0x5F	_
恠	U+6060	0x60	`
恡	U+6061	0x61	a
恢	U+6062	0x62	b
恣	U+6063	0x63	c
恤	U+6064	0x64	d
恥	U+6065	0x65	e
恦	U+6066	0x66	f
恧	U+6067	0x67	g
恨	U+6068	0x68	h
恩	U+6069	0x69	i
恪	U+606A	0x6A	j
恫	U+606B	0x6B	k
恬	U+606C	0x6C	l
恭	U+606D	0x6D	m
恮	U+606E	0x6E	n
息	U+606F	0x6F	o
恰	U+6070	0x70	p
恱	U+6071	0x71	q
恲	U+6072	0x72	r
恳	U+6073	0x73	s
恴	U+6074	0x74	t
恵	U+6075	0x75	u
恶	U+6076	0x76	v
恷	U+6077	0x77	w
恸	U+6078	0x78	x
恹	U+6079	0x79	y
恺	U+607A	0x7A	z
恻	U+607B	0x7B	{
恼	U+607C	0x7C	|
恽	U+607D	0x7D	}
恾	U+607E	0x7E	~
恿	U+607F	0x7F	
悀	U+6080	0x80	
悁	U+6081	0x81	
悂	U+6082	0x82	
悃	U+6083	0x83	
悄	U+6084	0x84	
悅	U+6085	0x85	
悆	U+6086	0x86	
悇	U+6087	0x87	
悈	U+6088	0x88	
悉	U+6089	0x89	
悊	U+608A	0x8A	
悋	U+608B	0x8B	
悌	U+608C	0x8C	
悍	U+608D	0x8D	
悎	U+608E	0x8E	
悏	U+608F	0x8F	
悐	U+6090	0x90	
悑	U+6091	0x91	
悒	U+6092	0x92	
悓	U+6093	0x93	
悔	U+6094	0x94	
悕	U+6095	0x95	
悖	U+6096	0x96	
悗	U+6097	0x97	
悘	U+6098	0x98	
悙	U+6099	0x99	
悚	U+609A	0x9A	
悛	U+609B	0x9B	
悜	U+609C	0x9C	
悝	U+609D	0x9D	
悞	U+609E	0x9E	
悟	U+609F	0x9F	
悠	U+60A0	0xA0	
悡	U+60A1	0xA1	
悢	U+60A2	0xA2	
患	U+60A3	0xA3	
悤	U+60A4	0xA4	
悥	U+60A5	0xA5	
悦	U+60A6	0xA6	
悧	U+60A7	0xA7	
您	U+60A8	0xA8	
悩	U+60A9	0xA9	
悪	U+60AA	0xAA	
悫	U+60AB	0xAB	
悬	U+60AC	0xAC	
悭	U+60AD	0xAD	
悮	U+60AE	0xAE	
悯	U+60AF	0xAF	
悰	U+60B0	0xB0	
悱	U+60B1	0xB1	
悲	U+60B2	0xB2	
悳	U+60B3	0xB3	
悴	U+60B4	0xB4	
悵	U+60B5	0xB5	
悶	U+60B6	0xB6	
悷	U+60B7	0xB7	
悸	U+60B8	0xB8	
悹	U+60B9	0xB9	
悺	U+60BA	0xBA	
悻	U+60BB	0xBB	
悼	U+60BC	0xBC	
悽	U+60BD	0xBD	
悾	U+60BE	0xBE	
悿	U+60BF	0xBF	
惀	U+60C0	0xC0	
惁	U+60C1	0xC1	
惂	U+60C2	0xC2	
惃	U+60C3	0xC3	
惄	U+60C4	0xC4	
情	U+60C5	0xC5	
惆	U+60C6	0xC6	
惇	U+60C7	0xC7	
惈	U+60C8	0xC8	
惉	U+60C9	0xC9	
惊	U+60CA	0xCA	
惋	U+60CB	0xCB	
惌	U+60CC	0xCC	
惍	U+60CD	0xCD	
惎	U+60CE	0xCE	
惏	U+60CF	0xCF	
惐	U+60D0	0xD0	
惑	U+60D1	0xD1	
惒	U+60D2	0xD2	
惓	U+60D3	0xD3	
惔	U+60D4	0xD4	
惕	U+60D5	0xD5	
惖	U+60D6	0xD6	
惗	U+60D7	0xD7	
惘	U+60D8	0xD8	
惙	U+60D9	0xD9	
惚	U+60DA	0xDA	
惛	U+60DB	0xDB	
惜	U+60DC	0xDC	
惝	U+60DD	0xDD	
惞	U+60DE	0xDE	
惟	U+60DF	0xDF	
惠	U+60E0	0xE0	
惡	U+60E1	0xE1	
惢	U+60E2	0xE2	
惣	U+60E3	0xE3	
惤	U+60E4	0xE4	
惥	U+60E5	0xE5	
惦	U+60E6	0xE6	
惧	U+60E7	0xE7	
惨	U+60E8	0xE8	
惩	U+60E9	0xE9	
惪	U+60EA	0xEA	
惫	U+60EB	0xEB	
惬	U+60EC	0xEC	
惭	U+60ED	0xED	
惮	U+60EE	0xEE	
惯	U+60EF	0xEF	
惰	U+60F0	0xF0	
惱	U+60F1	0xF1	
惲	U+60F2	0xF2	
想	U+60F3	0xF3	
惴	U+60F4	0xF4	
惵	U+60F5	0xF5	
惶	U+60F6	0xF6	
惷	U+60F7	0xF7	
惸	U+60F8	0xF8	
惹	U+60F9	0xF9	
惺	U+60FA	0xFA	
惻	U+60FB	0xFB	
惼	U+60FC	0xFC	
惽	U+60FD	0xFD	
惾	U+60FE	0xFE	
惿	U+60FF	0xFF	
愀	U+6100	0x00	
愁	U+6101	0x01	
愂	U+6102	0x02	
愃	U+6103	0x03	
愄	U+6104	0x04	
愅	U+6105	0x05	
愆	U+6106	0x06	
愇	U+6107	0x07	
愈	U+6108	0x08	
愉	U+6109	0x09	
愊	U+610A	0x0A	
愋	U+610B	0x0B	
愌	U+610C	0x0C	
愍	U+610D	0x0D	
愎	U+610E	0x0E	
意	U+610F	0x0F	
愐	U+6110	0x10	
愑	U+6111	0x11	
愒	U+6112	0x12	
愓	U+6113	0x13	
愔	U+6114	0x14	
愕	U+6115	0x15	
愖	U+6116	0x16	
愗	U+6117	0x17	
愘	U+6118	0x18	
愙	U+6119	0x19	
愚	U+611A	0x1A	
愛	U+611B	0x1B	
愜	U+611C	0x1C	
愝	U+611D	0x1D	
愞	U+611E	0x1E	
感	U+611F	0x1F	
愠	U+6120	0x20	 
愡	U+6121	0x21	!
愢	U+6122	0x22	"
愣	U+6123	0x23	#
愤	U+6124	0x24	$
愥	U+6125	0x25	%
愦	U+6126	0x26	&
愧	U+6127	0x27	'
愨	U+6128	0x28	(
愩	U+6129	0x29	)
愪	U+612A	0x2A	*
愫	U+612B	0x2B	+
愬	U+612C	0x2C	,
愭	U+612D	0x2D	-
愮	U+612E	0x2E	.
愯	U+612F	0x2F	/
愰	U+6130	0x30	0
愱	U+6131	0x31	1
愲	U+6132	0x32	2
愳	U+6133	0x33	3
愴	U+6134	0x34	4
愵	U+6135	0x35	5
愶	U+6136	0x36	6
愷	U+6137	0x37	7
愸	U+6138	0x38	8
愹	U+6139	0x39	9
愺	U+613A	0x3A	:
愻	U+613B	0x3B	;
愼	U+613C	0x3C	<
愽	U+613D	0x3D	=
愾	U+613E	0x3E	>
愿	U+613F	0x3F	?
慀	U+6140	0x40	@
慁	U+6141	0x41	A
慂	U+6142	0x42	B
慃	U+6143	0x43	C
慄	U+6144	0x44	D
慅	U+6145	0x45	E
慆	U+6146	0x46	F
慇	U+6147	0x47	G
慈	U+6148	0x48	H
慉	U+6149	0x49	I
慊	U+614A	0x4A	J
態	U+614B	0x4B	K
慌	U+614C	0x4C	L
慍	U+614D	0x4D	M
慎	U+614E	0x4E	N
慏	U+614F	0x4F	O
慐	U+6150	0x50	P
慑	U+6151	0x51	Q
慒	U+6152	0x52	R
慓	U+6153	0x53	S
慔	U+6154	0x54	T
慕	U+6155	0x55	U
慖	U+6156	0x56	V
慗	U+6157	0x57	W
慘	U+6158	0x58	X
慙	U+6159	0x59	Y
慚	U+615A	0x5A	Z
慛	U+615B	0x5B	[
慜	U+615C	0x5C	\
慝	U+615D	0x5D	]
慞	U+615E	0x5E	^
慟	U+615F	0x5F	_
慠	U+6160	0x60	`
慡	U+6161	0x61	a
慢	U+6162	0x62	b
慣	U+6163	0x63	c
慤	U+6164	0x64	d
慥	U+6165	0x65	e
慦	U+6166	0x66	f
慧	U+6167	0x67	g
慨	U+6168	0x68	h
慩	U+6169	0x69	i
慪	U+616A	0x6A	j
慫	U+616B	0x6B	k
慬	U+616C	0x6C	l
慭	U+616D	0x6D	m
慮	U+616E	0x6E	n
慯	U+616F	0x6F	o
慰	U+6170	0x70	p
慱	U+6171	0x71	q
慲	U+6172	0x72	r
慳	U+6173	0x73	s
慴	U+6174	0x74	t
慵	U+6175	0x75	u
慶	U+6176	0x76	v
慷	U+6177	0x77	w
慸	U+6178	0x78	x
慹	U+6179	0x79	y
慺	U+617A	0x7A	z
慻	U+617B	0x7B	{
慼	U+617C	0x7C	|
慽	U+617D	0x7D	}
慾	U+617E	0x7E	~
慿	U+617F	0x7F	
憀	U+6180	0x80	
憁	U+6181	0x81	
憂	U+6182	0x82	
憃	U+6183	0x83	
憄	U+6184	0x84	
憅	U+6185	0x85	
憆	U+6186	0x86	
憇	U+6187	0x87	
